target_slug,target_name,score_set,rater_id,rater_lens,category,factor,score,evidence_label,rationale,category_subtotal,total_score
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,switching_cost,3,Inference,"Migration pain exists, but strong alternatives remain available.",19,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,budget_durability,4,Inference,Website platform spend is usually durable within modern go-to-market stacks.,19,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,budget_durability,4,Inference,Website platform spend is usually durable within modern go-to-market stacks.,19,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,model_improvement_test,4,Direct evidence,"Better models should improve site operations, app generation, optimization, and content workflows inside Webflow.",19,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,model_improvement_test,4,Direct evidence,"Better models should improve site operations, app generation, optimization, and content workflows inside Webflow.",19,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,wrapper_risk_test,3,Direct evidence,"AI-facing features are exposed to commoditization, but the overall platform is deeper than an AI wrapper.",19,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,wrapper_risk_test,3,Direct evidence,"AI-facing features are exposed to commoditization, but the overall platform is deeper than an AI wrapper.",19,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,agent_readiness_test,5,Direct evidence,"Webflow now exposes APIs across data, designer, and browser workflows, plus an MCP server and broader developer platform.",19,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,agent_readiness_test,5,Direct evidence,"Webflow now exposes APIs across data, designer, and browser workflows, plus an MCP server and broader developer platform.",19,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,accountability_test,3,Inference,"Webflow governs publishing and execution workflows, but does not fully own the business result.",19,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,accountability_test,3,Inference,"Webflow governs publishing and execution workflows, but does not fully own the business result.",19,56
webflow,Webflow,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,outcome_depth_test,4,Inference,"It can materially affect traffic, conversion, and operational web velocity, but broader GTM performance still depends on external strategy.",19,56
webflow,Webflow,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,outcome_depth_test,4,Inference,"It can materially affect traffic, conversion, and operational web velocity, but broader GTM performance still depends on external strategy.",19,56
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,context,3,Direct evidence,"Webflow stores site structure, CMS schemas, publishing state, and increasingly app and cloud deployment context, but much underlying content remains portable.",18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,trust,4,Direct evidence,"Enterprise customers can access deeper security documentation, and the platform emphasizes governance and security posture.",18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,distribution,4,Direct evidence,Webflow has meaningful ecosystem reach across the website lifecycle and a large developer and app surface.,18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,judgment,3,Inference,"The platform improves execution quality and speed, but does not clearly own scarce domain judgment.",18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,liability_governance,4,Direct evidence,"Permissions, publishing controls, enterprise security posture, and workflow governance matter for public-facing web operations.",18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,frequency,4,Inference,Web and marketing teams use the platform continuously or recurrently.,18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,operational_dependence,4,Inference,The public website is commercially important for many businesses even if it is not always existential.,18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,system_position,4,Direct evidence,"Webflow sits directly in content creation, CMS, hosting, publishing, and now supports broader developer and cloud workflows.",18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,switching_cost,2,Inference,"Migration pain exists, but strong alternatives remain available.",18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,budget_durability,4,Inference,Website platform spend is usually durable within modern go-to-market stacks.,18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,model_improvement_test,4,Direct evidence,"Better models should improve site operations, app generation, optimization, and content workflows inside Webflow.",18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,wrapper_risk_test,3,Direct evidence,"AI-facing features are exposed to commoditization, but the overall platform is deeper than an AI wrapper.",18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,agent_readiness_test,5,Direct evidence,"Webflow now exposes APIs across data, designer, and browser workflows, plus an MCP server and broader developer platform.",18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,accountability_test,2,Inference,"Webflow governs publishing and execution workflows, but does not fully own the business result.",18,54
webflow,Webflow,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,outcome_depth_test,4,Inference,"It can materially affect traffic, conversion, and operational web velocity, but broader GTM performance still depends on external strategy.",18,54
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,context,3,Direct evidence,"Webflow stores site structure, CMS schemas, publishing state, and increasingly app and cloud deployment context, but much underlying content remains portable.",18,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,trust,4,Direct evidence,"Enterprise customers can access deeper security documentation, and the platform emphasizes governance and security posture.",18,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,distribution,4,Direct evidence,Webflow has meaningful ecosystem reach across the website lifecycle and a large developer and app surface.,18,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,judgment,3,Inference,"The platform improves execution quality and speed, but does not clearly own scarce domain judgment.",18,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,liability_governance,4,Direct evidence,"Permissions, publishing controls, enterprise security posture, and workflow governance matter for public-facing web operations.",18,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,frequency,4,Inference,Web and marketing teams use the platform continuously or recurrently.,19,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,operational_dependence,4,Inference,The public website is commercially important for many businesses even if it is not always existential.,19,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,system_position,4,Direct evidence,"Webflow sits directly in content creation, CMS, hosting, publishing, and now supports broader developer and cloud workflows.",19,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,switching_cost,3,Inference,"Migration pain exists, but strong alternatives remain available.",19,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,budget_durability,4,Inference,Website platform spend is usually durable within modern go-to-market stacks.,19,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,model_improvement_test,4,Direct evidence,"Better models should improve site operations, app generation, optimization, and content workflows inside Webflow.",19,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,wrapper_risk_test,3,Direct evidence,"AI-facing features are exposed to commoditization, but the overall platform is deeper than an AI wrapper.",19,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,agent_readiness_test,5,Direct evidence,"Webflow now exposes APIs across data, designer, and browser workflows, plus an MCP server and broader developer platform.",19,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,accountability_test,3,Inference,"Webflow governs publishing and execution workflows, but does not fully own the business result.",19,56
webflow,Webflow,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,outcome_depth_test,4,Inference,"It can materially affect traffic, conversion, and operational web velocity, but broader GTM performance still depends on external strategy.",19,56
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,context,3,Direct evidence,"Webflow stores site structure, CMS schemas, publishing state, and increasingly app and cloud deployment context, but much underlying content remains portable.",18,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,trust,4,Direct evidence,"Enterprise customers can access deeper security documentation, and the platform emphasizes governance and security posture.",18,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,distribution,4,Direct evidence,Webflow has meaningful ecosystem reach across the website lifecycle and a large developer and app surface.,18,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,judgment,3,Inference,"The platform improves execution quality and speed, but does not clearly own scarce domain judgment.",18,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,liability_governance,4,Direct evidence,"Permissions, publishing controls, enterprise security posture, and workflow governance matter for public-facing web operations.",18,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,frequency,4,Inference,Web and marketing teams use the platform continuously or recurrently.,19,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,operational_dependence,4,Inference,The public website is commercially important for many businesses even if it is not always existential.,19,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,system_position,4,Direct evidence,"Webflow sits directly in content creation, CMS, hosting, publishing, and now supports broader developer and cloud workflows.",19,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,switching_cost,3,Inference,"Migration pain exists, but strong alternatives remain available.",19,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,budget_durability,4,Inference,Website platform spend is usually durable within modern go-to-market stacks.,19,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,model_improvement_test,5,Direct evidence,"Better models should improve site operations, app generation, optimization, and content workflows inside Webflow.",20,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,wrapper_risk_test,3,Direct evidence,"AI-facing features are exposed to commoditization, but the overall platform is deeper than an AI wrapper.",20,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,agent_readiness_test,5,Direct evidence,"Webflow now exposes APIs across data, designer, and browser workflows, plus an MCP server and broader developer platform.",20,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,accountability_test,3,Inference,"Webflow governs publishing and execution workflows, but does not fully own the business result.",20,57
webflow,Webflow,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,outcome_depth_test,4,Inference,"It can materially affect traffic, conversion, and operational web velocity, but broader GTM performance still depends on external strategy.",20,57
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,context,3,Direct evidence,"Framer stores site structure and CMS collections, but most underlying website content remains portable and not deeply proprietary.",16,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,context,3,Direct evidence,"Framer stores site structure and CMS collections, but most underlying website content remains portable and not deeply proprietary.",16,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,trust,3,Direct evidence,"Security and SSL documentation provide real trust evidence, though the public enterprise-control layer still looks lighter than incumbent leaders.",16,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,trust,3,Direct evidence,"Security and SSL documentation provide real trust evidence, though the public enterprise-control layer still looks lighter than incumbent leaders.",16,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,distribution,4,Inference,"Framer has strong mindshare among designers and agencies building modern marketing sites, giving it better distribution than newer AI-native builders.",16,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,distribution,4,Inference,"Framer has strong mindshare among designers and agencies building modern marketing sites, giving it better distribution than newer AI-native builders.",16,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,judgment,3,Inference,"Framer can preserve polished design intent, but durable strategy and performance judgment still sits largely with the team using it.",16,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,judgment,3,Inference,"Framer can preserve polished design intent, but durable strategy and performance judgment still sits largely with the team using it.",16,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,liability_governance,3,Direct evidence,"Roles, permissions, and publish controls exist, but public evidence still points to a lighter governance posture than Webflow or Wix Studio.",16,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,liability_governance,3,Direct evidence,"Roles, permissions, and publish controls exist, but public evidence still points to a lighter governance posture than Webflow or Wix Studio.",16,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,frequency,4,Inference,"Teams running active websites can use Framer repeatedly for launches, edits, and CMS updates.",18,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,frequency,4,Inference,"Teams running active websites can use Framer repeatedly for launches, edits, and CMS updates.",18,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,operational_dependence,3,Inference,"Framer can become central for some teams, but it still looks more replaceable than the deeper operating stacks in the cohort.",18,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,operational_dependence,3,Inference,"Framer can become central for some teams, but it still looks more replaceable than the deeper operating stacks in the cohort.",18,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,system_position,4,Direct evidence,"Framer owns content modeling, site editing, and publish-to-domain behavior rather than stopping at design files.",18,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,system_position,4,Direct evidence,"Framer owns content modeling, site editing, and publish-to-domain behavior rather than stopping at design files.",18,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,switching_cost,3,Inference,"CMS and publish workflow create friction, but many of the assets and patterns remain movable enough that lock-in is moderate.",18,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,switching_cost,3,Inference,"CMS and publish workflow create friction, but many of the assets and patterns remain movable enough that lock-in is moderate.",18,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,budget_durability,4,Inference,"When Framer runs a public site, the budget can be durable because the website itself remains commercially important.",18,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,budget_durability,4,Inference,"When Framer runs a public site, the budget can be durable because the website itself remains commercially important.",18,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,model_improvement_test,4,Direct evidence,"AI tooling should improve directly as models get better, and those gains can compound inside an existing CMS and publish workflow.",15,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,model_improvement_test,4,Direct evidence,"AI tooling should improve directly as models get better, and those gains can compound inside an existing CMS and publish workflow.",13,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,wrapper_risk_test,3,Inference,"Framer is not just a wrapper because it already owns publishing and CMS, but its most visible AI layers are still exposed to copycat pressure.",15,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,wrapper_risk_test,3,Inference,"Framer is not just a wrapper because it already owns publishing and CMS, but its most visible AI layers are still exposed to copycat pressure.",13,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,agent_readiness_test,3,Inference,"Plugins and CMS developer surfaces help, but public evidence is lighter on explicit agent-facing posture than Figma Make, Webflow, or Wix Studio.",15,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,agent_readiness_test,3,Inference,"Plugins and CMS developer surfaces help, but public evidence is lighter on explicit agent-facing posture than Figma Make, Webflow, or Wix Studio.",13,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,accountability_test,2,Inference,"Framer controls what gets published, yet it does not own the broader business result or long-tail runtime accountability.",15,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,accountability_test,1,Inference + Observed task evidence,"Framer controls what gets published, yet it does not own the broader business result or long-tail runtime accountability. Observed task evidence. Publish mechanics and View Changes were real, but the public launch spot check looked weaker than the in-editor canvas result, so accountable launch quality still reads lighter than the best platforms.",13,47
framer,Framer,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,outcome_depth_test,3,Inference,"The product can influence launch speed and website quality, but durable commercial results still rely on traffic, content, and experimentation outside Framer.",15,49
framer,Framer,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,outcome_depth_test,2,Inference + Observed task evidence,"The product can influence launch speed and website quality, but durable commercial results still rely on traffic, content, and experimentation outside Framer. Observed task evidence. Framer generated and revised the site successfully, but the live launch artifact still looked less reliable than the in-editor workflow, which limits the business-outcome read.",13,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,context,3,Direct evidence,"Framer stores site structure and CMS collections, but most underlying website content remains portable and not deeply proprietary.",14,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,trust,2,Direct evidence,"Security and SSL documentation provide real trust evidence, though the public enterprise-control layer still looks lighter than incumbent leaders.",14,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,distribution,4,Inference,"Framer has strong mindshare among designers and agencies building modern marketing sites, giving it better distribution than newer AI-native builders.",14,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,judgment,3,Inference,"Framer can preserve polished design intent, but durable strategy and performance judgment still sits largely with the team using it.",14,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,liability_governance,2,Direct evidence,"Roles, permissions, and publish controls exist, but public evidence still points to a lighter governance posture than Webflow or Wix Studio.",14,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,frequency,4,Inference,"Teams running active websites can use Framer repeatedly for launches, edits, and CMS updates.",18,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,operational_dependence,3,Inference,"Framer can become central for some teams, but it still looks more replaceable than the deeper operating stacks in the cohort.",18,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,system_position,4,Direct evidence,"Framer owns content modeling, site editing, and publish-to-domain behavior rather than stopping at design files.",18,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,switching_cost,3,Inference,"CMS and publish workflow create friction, but many of the assets and patterns remain movable enough that lock-in is moderate.",18,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,budget_durability,4,Inference,"When Framer runs a public site, the budget can be durable because the website itself remains commercially important.",18,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,model_improvement_test,4,Direct evidence,"AI tooling should improve directly as models get better, and those gains can compound inside an existing CMS and publish workflow.",15,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,wrapper_risk_test,3,Inference,"Framer is not just a wrapper because it already owns publishing and CMS, but its most visible AI layers are still exposed to copycat pressure.",15,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,agent_readiness_test,3,Inference,"Plugins and CMS developer surfaces help, but public evidence is lighter on explicit agent-facing posture than Figma Make, Webflow, or Wix Studio.",15,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,accountability_test,2,Inference,"Framer controls what gets published, yet it does not own the broader business result or long-tail runtime accountability.",15,47
framer,Framer,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,outcome_depth_test,3,Inference,"The product can influence launch speed and website quality, but durable commercial results still rely on traffic, content, and experimentation outside Framer.",15,47
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,context,3,Direct evidence,"Framer stores site structure and CMS collections, but most underlying website content remains portable and not deeply proprietary.",16,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,trust,3,Direct evidence,"Security and SSL documentation provide real trust evidence, though the public enterprise-control layer still looks lighter than incumbent leaders.",16,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,distribution,4,Inference,"Framer has strong mindshare among designers and agencies building modern marketing sites, giving it better distribution than newer AI-native builders.",16,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,judgment,3,Inference,"Framer can preserve polished design intent, but durable strategy and performance judgment still sits largely with the team using it.",16,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,liability_governance,3,Direct evidence,"Roles, permissions, and publish controls exist, but public evidence still points to a lighter governance posture than Webflow or Wix Studio.",16,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,frequency,4,Inference,"Teams running active websites can use Framer repeatedly for launches, edits, and CMS updates.",18,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,operational_dependence,3,Inference,"Framer can become central for some teams, but it still looks more replaceable than the deeper operating stacks in the cohort.",18,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,system_position,4,Direct evidence,"Framer owns content modeling, site editing, and publish-to-domain behavior rather than stopping at design files.",18,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,switching_cost,3,Inference,"CMS and publish workflow create friction, but many of the assets and patterns remain movable enough that lock-in is moderate.",18,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,budget_durability,4,Inference,"When Framer runs a public site, the budget can be durable because the website itself remains commercially important.",18,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,model_improvement_test,4,Direct evidence,"AI tooling should improve directly as models get better, and those gains can compound inside an existing CMS and publish workflow.",15,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,wrapper_risk_test,3,Inference,"Framer is not just a wrapper because it already owns publishing and CMS, but its most visible AI layers are still exposed to copycat pressure.",15,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,agent_readiness_test,3,Inference,"Plugins and CMS developer surfaces help, but public evidence is lighter on explicit agent-facing posture than Figma Make, Webflow, or Wix Studio.",15,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,accountability_test,2,Inference,"Framer controls what gets published, yet it does not own the broader business result or long-tail runtime accountability.",15,49
framer,Framer,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,outcome_depth_test,3,Inference,"The product can influence launch speed and website quality, but durable commercial results still rely on traffic, content, and experimentation outside Framer.",15,49
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,context,3,Direct evidence,"Framer stores site structure and CMS collections, but most underlying website content remains portable and not deeply proprietary.",16,51
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,trust,3,Direct evidence,"Security and SSL documentation provide real trust evidence, though the public enterprise-control layer still looks lighter than incumbent leaders.",16,51
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,distribution,4,Inference,"Framer has strong mindshare among designers and agencies building modern marketing sites, giving it better distribution than newer AI-native builders.",16,51
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,judgment,3,Inference,"Framer can preserve polished design intent, but durable strategy and performance judgment still sits largely with the team using it.",16,51
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,liability_governance,3,Direct evidence,"Roles, permissions, and publish controls exist, but public evidence still points to a lighter governance posture than Webflow or Wix Studio.",16,51
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,frequency,4,Inference,"Teams running active websites can use Framer repeatedly for launches, edits, and CMS updates.",18,51
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,operational_dependence,3,Inference,"Framer can become central for some teams, but it still looks more replaceable than the deeper operating stacks in the cohort.",18,51
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,system_position,4,Direct evidence,"Framer owns content modeling, site editing, and publish-to-domain behavior rather than stopping at design files.",18,51
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,switching_cost,3,Inference,"CMS and publish workflow create friction, but many of the assets and patterns remain movable enough that lock-in is moderate.",18,51
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,budget_durability,4,Inference,"When Framer runs a public site, the budget can be durable because the website itself remains commercially important.",18,51
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,model_improvement_test,5,Direct evidence,"AI tooling should improve directly as models get better, and those gains can compound inside an existing CMS and publish workflow.",17,51
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,wrapper_risk_test,3,Inference,"Framer is not just a wrapper because it already owns publishing and CMS, but its most visible AI layers are still exposed to copycat pressure.",17,51
